Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,price_per_km,age_category,mileage_category,is_luxury,is_high_performance,is_fuel_efficient
222,Ford Ecosport,Ford,Ecosport,3,7500.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5,890000.0,118.65084655379283,New,Good,0,0,1
223,Tata Safari,Tata,Safari,5,47227.0,Dealer,Diesel,Manual,14.0,2159.5,138.1,7,775000.0,16.409756923858726,Recent,Low,0,1,0
224,Maruti Wagon R,Maruti,Wagon R,3,52000.0,Dealer,CNG,Manual,31.25,998.0,67.04,5,435000.0,8.365223745697199,New,Excellent,0,0,1
225,Ford Figo,Ford,Figo,9,74000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5,185000.0,2.499966216672748,Mature,Average,0,0,0
226,Mahindra Bolero,Mahindra,Bolero,10,47000.0,Dealer,Diesel,Manual,15.96,2159.5,62.1,7,440000.0,9.361502946745814,Mature,Average,0,0,0
227,Hyundai i20,Hyundai,i20,6,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,450000.0,8.999820003599927,Recent,Average,0,0,0
228,Maruti Baleno,Maruti,Baleno,4,100000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5,600000.0,5.999940000599994,Recent,Good,0,0,0
229,Maruti Celerio,Maruti,Celerio,7,35000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5,320000.0,9.14259592583069,Recent,Good,0,0,1
230,Hyundai i20,Hyundai,i20,5,50000.0,Individual,Diesel,Manual,21.19,1396.0,88.73,5,700000.0,13.999720005599888,Recent,Good,0,0,0
231,Ford Aspire,Ford,Aspire,3,10000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5,630000.0,62.99370062993701,New,Average,0,0,0
232,Maruti Alto,Maruti,Alto,5,10370.0,Individual,Petrol,Manual,22.74,796.0,47.3,5,320000.0,30.85526950149455,Recent,Good,0,0,1
233,Honda City,Honda,City,8,62000.0,Dealer,Petrol,Manual,16.8,1497.0,116.3,5,465000.0,7.499879034209125,Mature,Average,0,0,0
236,Hyundai i20,Hyundai,i20,5,40000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,550000.0,13.749656258593536,Recent,Average,0,0,0
237,Maruti Swift,Maruti,Swift,4,60000.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5,445000.0,7.416543057615707,Recent,Good,0,0,0
238,Tata Safari,Tata,Safari,8,67231.0,Dealer,Diesel,Manual,14.0,2159.5,138.1,7,705000.0,10.486078058067587,Mature,Low,0,1,0
239,Maruti Wagon R,Maruti,Wagon R,8,64000.0,Dealer,CNG,Manual,31.25,998.0,67.04,5,270000.0,4.218684083061202,Mature,Excellent,0,0,1
241,Honda City,Honda,City,7,63000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5,475000.0,7.539562864081523,Recent,Excellent,0,0,1
242,Toyota Fortuner,Toyota,Fortuner,6,80000.0,Individual,Diesel,Manual,12.55,2159.5,168.5,7,1485000.0,18.562267971650353,Recent,Low,0,1,0
243,Honda City,Honda,City,10,55000.0,Dealer,Petrol,Manual,16.9,1497.0,100.0,5,350000.0,6.363520663260668,Mature,Average,0,0,0
244,Hyundai i20,Hyundai,i20,5,11000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,575000.0,52.267975638578314,Recent,Average,0,0,0
246,Renault KWID,Renault,KWID,4,17000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5,360000.0,21.175224986765485,Recent,Good,0,0,1
247,Maruti Alto,Maruti,Alto,4,25000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5,275000.0,10.999560017599297,Recent,Good,0,0,1
248,Datsun GO,Datsun,GO,5,33350.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7,320000.0,9.594914695211537,Recent,Average,0,0,0
250,Hyundai Grand,Hyundai,Grand,6,62000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,370000.0,5.967645683134143,Recent,Average,0,0,0
252,Maruti Swift Dzire,Maruti,Swift Dzire,12,59000.0,Individual,Petrol,Manual,17.5,1298.0,85.8,5,275000.0,4.660937950204234,Mature,Average,0,0,0
254,Honda City,Honda,City,7,86113.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5,550000.0,6.386882504586943,Recent,Average,0,0,0
256,Maruti Swift Dzire,Maruti,Swift Dzire,3,10000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5,750000.0,74.99250074992501,New,Excellent,0,0,1
258,Maruti Wagon R,Maruti,Wagon R,6,92537.0,Individual,Petrol,Manual,20.51,998.0,67.04,5,272000.0,2.9393330307549332,Recent,Good,0,0,0
259,Maruti Ciaz,Maruti,Ciaz,2,27645.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5,951000.0,34.39918975620343,New,Excellent,0,0,1
260,Maruti Alto,Maruti,Alto,8,46242.0,Individual,Petrol,Manual,20.92,998.0,67.1,5,280000.0,6.0549704820189,Mature,Good,0,0,0
261,Honda City,Honda,City,8,70000.0,Individual,Petrol,Manual,16.8,1497.0,116.3,5,545000.0,7.785603062813388,Mature,Average,0,0,0
262,Renault KWID,Renault,KWID,1,6000.0,Individual,Petrol,Manual,22.3,799.0,53.26,5,450000.0,74.98750208298617,New,Good,0,0,0
263,Hyundai i20,Hyundai,i20,4,64000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,480000.0,7.499882814331026,Recent,Average,0,0,0
264,Mahindra Scorpio,Mahindra,Scorpio,4,93000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7,1060000.0,11.3977269061623,Recent,Average,0,1,0
265,Maruti Alto,Maruti,Alto,8,26200.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5,235000.0,8.969123315903973,Mature,Good,0,0,1
266,Maruti Baleno,Maruti,Baleno,4,25000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5,590000.0,23.59905603775849,Recent,Good,0,0,0
269,Toyota Fortuner,Toyota,Fortuner,3,50000.0,Dealer,Diesel,Automatic,12.9,2159.5,174.5,7,1485000.0,29.699406011879763,New,Low,0,1,0
270,Hyundai Santro,Hyundai,Santro,13,80000.0,Individual,Petrol,Manual,17.92,1086.0,62.1,5,110000.0,1.3749828127148411,Old,Average,0,0,0
271,Mahindra Scorpio,Mahindra,Scorpio,14,110000.0,Individual,Diesel,Manual,13.5,2159.5,115.0,5,280000.0,2.545431405169044,Old,Low,0,0,0
272,Audi A4,Audi,A4,5,55000.0,Dealer,Petrol,Automatic,17.84,1395.0,147.51,5,1485000.0,26.999509099834547,Recent,Average,1,1,0
273,Honda City,Honda,City,3,25000.0,Individual,Petrol,Manual,17.4,1497.0,117.3,5,750000.0,29.99880004799808,New,Average,0,0,0
274,Hyundai Grand,Hyundai,Grand,6,36000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5,400000.0,11.110802477708953,Recent,Average,0,0,0
275,Maruti Swift Dzire,Maruti,Swift Dzire,6,40000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5,530000.0,13.249668758281043,Recent,Excellent,0,0,1
276,Mahindra Thar,Mahindra,Thar,3,25000.0,Individual,Diesel,Manual,16.55,2159.5,105.0,6,870000.0,34.798608055677775,New,Average,0,0,0
277,Renault KWID,Renault,KWID,3,30038.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5,295000.0,9.820566596757548,New,Excellent,0,0,1
278,Tata Tiago,Tata,Tiago,4,53000.0,Individual,Diesel,Manual,27.28,1047.0,69.0,5,370000.0,6.9810003584838025,Recent,Excellent,0,0,1
279,Maruti Swift,Maruti,Swift,3,5000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5,530000.0,105.97880423915217,New,Good,0,0,0
281,Renault KWID,Renault,KWID,4,35000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5,350000.0,9.999714293877318,Recent,Good,0,0,1
282,Ford Ecosport,Ford,Ecosport,8,62000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5,470000.0,7.580522894792019,Mature,Good,0,0,0
283,Ford Aspire,Ford,Aspire,6,42000.0,Individual,Diesel,Manual,25.83,1498.0,99.0,5,390000.0,9.285493202542797,Recent,Excellent,0,0,1
285,Mahindra Scorpio,Mahindra,Scorpio,6,80000.0,Individual,Diesel,Manual,15.4,2159.5,120.0,7,920000.0,11.499856251796853,Recent,Average,0,1,0
286,Mahindra XUV500,Mahindra,XUV500,8,60000.0,Individual,Diesel,Manual,15.1,2159.5,140.0,7,550000.0,9.166513891435143,Mature,Average,0,1,0
287,Hyundai Verna,Hyundai,Verna,7,45000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5,635000.0,14.110797537832493,Recent,Good,0,1,0
288,Mahindra XUV500,Mahindra,XUV500,4,50000.0,Dealer,Diesel,Automatic,16.0,2159.5,140.0,7,1250000.0,24.9995000099998,Recent,Average,0,1,0
289,Maruti Alto,Maruti,Alto,3,12000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5,300000.0,24.99791684026331,New,Good,0,0,1
290,Honda City,Honda,City,3,12000.0,Individual,Petrol,Automatic,18.0,1497.0,117.6,5,960000.0,79.9933338888426,New,Average,0,1,0
291,Maruti Vitara,Maruti,Vitara,3,15000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5,750000.0,49.996666888874074,New,Good,0,0,1
292,Volkswagen Polo,Volkswagen,Polo,10,63000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5,249000.0,3.952318217171156,Mature,Average,0,0,0
293,Tata Hexa,Tata,Hexa,3,30000.0,Individual,Diesel,Manual,17.6,2159.5,153.86,7,1400000.0,46.66511116296123,New,Average,0,1,0
294,Ford Figo,Ford,Figo,10,130000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5,250000.0,1.9230621302913053,Mature,Average,0,0,0
295,Hyundai Verna,Hyundai,Verna,7,120000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5,610000.0,5.083290972575228,Recent,Good,0,1,0
297,Ford Ecosport,Ford,Ecosport,5,78247.0,Dealer,Diesel,Manual,21.7,1498.0,98.96,5,545000.0,6.9650342500766795,Recent,Good,0,0,0
298,Hyundai Verna,Hyundai,Verna,8,113000.0,Individual,Diesel,Manual,22.32,1582.0,126.3,5,480000.0,4.2477500199113285,Mature,Good,0,1,0
299,Hyundai i20,Hyundai,i20,7,52000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,395000.0,7.596007769081364,Recent,Average,0,0,0
300,Toyota Innova,Toyota,Innova,9,109000.0,Dealer,Diesel,Manual,12.99,2159.5,100.6,7,495000.0,4.541242740892286,Mature,Low,0,0,0
301,Hyundai Grand,Hyundai,Grand,4,90000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5,470000.0,5.222164198175576,Recent,Average,0,0,0
305,Volkswagen Polo,Volkswagen,Polo,10,98000.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5,200000.0,2.0407955020867132,Mature,Good,0,0,0
306,Hyundai i20,Hyundai,i20,5,20000.0,Individual,Diesel,Manual,21.19,1396.0,88.73,5,699000.0,34.94825258737063,Recent,Good,0,0,0
308,Maruti Wagon R,Maruti,Wagon R,7,21717.0,Individual,Petrol,Manual,20.51,998.0,67.04,5,340000.0,15.655216870798416,Recent,Good,0,0,0
309,Renault Duster,Renault,Duster,7,40000.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5,500000.0,12.499687507812304,Recent,Good,0,0,0
310,Honda City,Honda,City,4,50000.0,Individual,Petrol,Manual,17.14,1497.0,117.6,5,1050000.0,20.999580008399832,Recent,Average,0,1,0
311,Renault Duster,Renault,Duster,5,90000.0,Individual,Diesel,Manual,19.6,1461.0,108.45,5,600000.0,6.666592593415629,Recent,Average,0,0,0
313,Maruti Swift,Maruti,Swift,4,27876.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5,491000.0,17.613086056605805,Recent,Good,0,0,0
314,Land Rover Rover,Land Rover,Rover,5,56000.0,Dealer,Petrol,Automatic,12.63,1999.0,177.0,5,1485000.0,26.517383618149676,Recent,Low,0,1,0
315,Hyundai i10,Hyundai,i10,13,57215.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5,160000.0,2.796420581655481,Old,Good,0,0,0
316,Hyundai Venue,Hyundai,Venue,2,5400.0,Dealer,Petrol,Manual,18.27,998.0,118.35,5,985000.0,182.37363451212738,New,Average,0,1,0
317,Maruti Swift Dzire,Maruti,Swift Dzire,7,60000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5,500000.0,8.33319444675922,Recent,Good,0,0,1
318,Tata Tiago,Tata,Tiago,4,24800.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5,335000.0,13.50751985807024,Recent,Good,0,0,1
319,Maruti Alto,Maruti,Alto,16,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5,85000.0,1.2142683675947485,Old,Average,0,0,0
321,Honda Jazz,Honda,Jazz,3,20000.0,Dealer,Petrol,Automatic,17.1,1199.0,88.51,5,740000.0,36.99815009249537,New,Average,0,0,0
323,Maruti Swift,Maruti,Swift,8,34553.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5,375000.0,10.852578572668866,Mature,Good,0,0,0
324,Maruti Vitara,Maruti,Vitara,3,40000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5,810000.0,20.249493762655934,New,Good,0,0,1
325,Volkswagen Polo,Volkswagen,Polo,11,130000.0,Individual,Petrol,Manual,16.47,1198.0,73.9,5,173000.0,1.3307589941615834,Mature,Average,0,0,0
326,Maruti Vitara,Maruti,Vitara,4,50000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5,700000.0,13.999720005599888,Recent,Good,0,0,1
327,Mahindra KUV,Mahindra,KUV,5,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6,310000.0,4.4285081641690835,Recent,Excellent,0,0,1
328,Mahindra Scorpio,Mahindra,Scorpio,4,120000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7,850000.0,7.08327430604745,Recent,Average,0,1,0
329,Hyundai i20,Hyundai,i20,8,90000.0,Individual,Diesel,Manual,22.54,1396.0,88.76,5,285000.0,3.1666314818724235,Mature,Good,0,0,0
330,Maruti Swift Dzire,Maruti,Swift Dzire,7,120000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5,450000.0,3.7499687502604147,Recent,Good,0,0,1
331,Hyundai Creta,Hyundai,Creta,4,80000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5,1100000.0,13.74982812714841,Recent,Average,0,1,0
333,Mahindra Scorpio,Mahindra,Scorpio,4,30000.0,Individual,Diesel,Manual,15.4,1997.0,120.0,7,1080000.0,35.99880003999866,Recent,Average,0,1,0
334,Honda City,Honda,City,7,66100.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5,530000.0,8.018033010090619,Recent,Excellent,0,0,1
335,Maruti Swift Dzire,Maruti,Swift Dzire,4,50000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5,680000.0,13.599728005439891,Recent,Excellent,0,0,1
336,Mahindra Scorpio,Mahindra,Scorpio,4,42000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7,1025000.0,24.404180852836838,Recent,Average,0,1,0
337,Hyundai i20,Hyundai,i20,4,55000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,650000.0,11.817966946055526,Recent,Average,0,0,0
338,Hyundai i10,Hyundai,i10,9,110699.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5,194000.0,1.7524841915085818,Mature,Good,0,0,0
339,Maruti Baleno,Maruti,Baleno,2,5000.0,Individual,Petrol,Automatic,21.4,1197.0,83.1,5,686000.0,137.1725654869026,New,Good,0,0,0
340,Maruti Alto,Maruti,Alto,5,50000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5,200000.0,3.999920001599968,Recent,Good,0,0,1
341,Maruti Swift Dzire,Maruti,Swift Dzire,11,44000.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5,250000.0,5.681689052521533,Mature,Average,0,0,0
342,Maruti Vitara,Maruti,Vitara,3,90000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5,730000.0,8.111020988655682,New,Good,0,0,1
343,Hyundai Verna,Hyundai,Verna,5,55000.0,Dealer,Petrol,Manual,17.01,1591.0,121.3,5,650000.0,11.817966946055526,Recent,Average,0,1,0
344,Maruti Vitara,Maruti,Vitara,4,45000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5,790000.0,17.555165440767983,Recent,Good,0,0,1
345,Maruti Baleno,Maruti,Baleno,4,30000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5,620000.0,20.665977800739974,Recent,Good,0,0,0
346,Hyundai Verna,Hyundai,Verna,8,50000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5,510000.0,10.199796004079918,Mature,Average,0,1,0
347,Maruti Eeco,Maruti,Eeco,8,20000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5,375000.0,18.749062546872658,Mature,Average,0,0,0
349,Maruti Swift Dzire,Maruti,Swift Dzire,4,19843.0,Trustmark Dealer,Petrol,Automatic,21.21,1197.0,81.8,5,620000.0,31.243700866760733,Recent,Good,0,0,0
351,Ford Endeavour,Ford,Endeavour,10,30000.0,Individual,Diesel,Automatic,11.4,2159.5,153.86,7,950000.0,31.665611146295124,Mature,Low,0,1,0
352,Toyota Innova,Toyota,Innova,4,52300.0,Dealer,Diesel,Manual,13.68,2159.5,147.51,7,1450000.0,27.724135293780233,Recent,Low,0,1,0
353,Honda City,Honda,City,5,40000.0,Individual,Petrol,Automatic,18.0,1497.0,117.3,5,845000.0,21.124471888202795,Recent,Average,0,0,0
354,Maruti Swift Dzire,Maruti,Swift Dzire,7,61500.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5,390000.0,6.341360303084502,Recent,Good,0,0,1
355,Honda Amaze,Honda,Amaze,6,59000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5,395000.0,6.694801783020627,Recent,Average,0,0,0
356,Hyundai Grand,Hyundai,Grand,3,40000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5,450000.0,11.249718757031074,New,Average,0,0,0
357,Audi A6,Audi,A6,8,60000.0,Individual,Diesel,Automatic,17.68,1968.0,174.33,5,1485000.0,24.749587506874885,Mature,Average,1,1,0
358,Hyundai Grand,Hyundai,Grand,8,61000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,325000.0,5.327781511778495,Mature,Average,0,0,0
359,Mahindra KUV,Mahindra,KUV,5,70000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6,350000.0,4.999928572448965,Recent,Excellent,0,0,1
360,Mahindra XUV500,Mahindra,XUV500,8,63000.0,Dealer,Diesel,Manual,15.1,2159.5,140.0,7,650000.0,10.317296550848399,Mature,Average,0,1,0
361,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,58000.0,Dealer,Petrol,Manual,12.3,1796.0,182.25,5,1250000.0,21.551352562886848,Mature,Low,1,1,0
364,Maruti Swift Dzire,Maruti,Swift Dzire,4,22000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5,750000.0,34.089359574564796,Recent,Excellent,0,0,1
365,Honda City,Honda,City,11,57977.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5,299000.0,5.157128566007796,Mature,Average,0,1,0
367,Land Rover Rover,Land Rover,Rover,3,13000.0,Dealer,Petrol,Automatic,12.19,1997.0,182.25,4,1485000.0,114.22198292439043,New,Low,0,1,0
368,Mini Cooper,Mini,Cooper,9,67000.0,Dealer,Petrol,Automatic,17.33,1998.0,182.25,4,1325000.0,19.775824241429234,Mature,Average,1,1,0
369,Maruti Ertiga,Maruti,Ertiga,7,48242.0,Dealer,Diesel,Manual,20.77,1248.0,88.76,7,524000.0,10.861679414630101,Recent,Good,0,0,0
370,Ford Figo,Ford,Figo,9,68000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5,169000.0,2.4852575697416213,Mature,Average,0,0,0
371,Maruti Ertiga,Maruti,Ertiga,7,40000.0,Individual,Diesel,Manual,20.77,1248.0,88.8,7,500000.0,12.499687507812304,Recent,Good,0,0,0
372,Audi Q7,Audi,Q7,9,98000.0,Dealer,Diesel,Automatic,12.07,2159.5,182.25,7,1485000.0,15.152906602993847,Mature,Low,1,1,0
373,Maruti Swift Dzire,Maruti,Swift Dzire,8,113450.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5,380000.0,3.3494636450978836,Mature,Good,0,0,1
374,Maruti Wagon R,Maruti,Wagon R,3,80000.0,Individual,Petrol,Automatic,20.51,998.0,67.0,5,400000.0,4.9999375007812406,New,Good,0,0,0
375,Hyundai Santro,Hyundai,Santro,1,1000.0,Dealer,Petrol,Automatic,20.3,1086.0,68.0,5,565000.0,564.4355644355644,New,Good,0,0,0
376,Maruti Wagon R,Maruti,Wagon R,6,20292.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5,335000.0,16.508155521608437,Recent,Good,0,0,0
377,Mahindra Scorpio,Mahindra,Scorpio,11,67900.0,Dealer,Diesel,Manual,12.05,2159.5,120.0,7,300000.0,4.418197081044462,Mature,Low,0,1,0
379,Mahindra Scorpio,Mahindra,Scorpio,6,40000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7,1051000.0,26.274343141421465,Recent,Average,0,1,0
380,Hyundai Grand,Hyundai,Grand,4,60000.0,Individual,Diesel,Manual,24.0,1186.0,73.97,5,510000.0,8.499858335694405,Recent,Good,0,0,1
381,Renault KWID,Renault,KWID,3,25000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5,370000.0,14.799408023679053,New,Good,0,0,1
382,Maruti Wagon R,Maruti,Wagon R,15,70000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5,200000.0,2.8571020413994086,Old,Average,0,0,0
383,Maruti Baleno,Maruti,Baleno,3,21000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5,625000.0,29.76048759582877,New,Excellent,0,0,1
384,Mahindra Scorpio,Mahindra,Scorpio,3,39000.0,Dealer,Diesel,Manual,16.36,2159.5,140.0,7,1290000.0,33.0760749724366,New,Average,0,1,0
385,Hyundai Creta,Hyundai,Creta,4,30000.0,Dealer,Petrol,Manual,15.8,1591.0,121.3,5,890000.0,29.66567781073964,Recent,Average,0,1,0
386,Hyundai Verna,Hyundai,Verna,9,61000.0,Dealer,Diesel,Manual,22.32,1582.0,126.3,5,420000.0,6.885133030606056,Mature,Good,0,1,0
387,Maruti Swift,Maruti,Swift,4,5743.0,Trustmark Dealer,Petrol,Manual,20.4,1197.0,83.11,5,500000.0,87.04735376044569,Recent,Good,0,0,0
389,Hyundai Grand,Hyundai,Grand,3,24200.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5,600000.0,24.792363951902814,New,Average,0,0,0
390,Maruti Baleno,Maruti,Baleno,4,57000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5,590000.0,10.350695601831546,Recent,Excellent,0,0,1
391,Hyundai i10,Hyundai,i10,10,58000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5,190000.0,3.2758055895588005,Mature,Good,0,0,0
392,Datsun GO,Datsun,GO,4,15000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7,500000.0,33.33111125924938,Recent,Average,0,0,0
393,Maruti Celerio,Maruti,Celerio,4,10000.0,Individual,Petrol,Manual,23.1,998.0,67.04,5,450000.0,44.995500449955,Recent,Good,0,0,1
396,Mahindra XUV500,Mahindra,XUV500,6,100000.0,Individual,Diesel,Manual,15.1,2159.5,140.0,7,650000.0,6.499935000649994,Recent,Average,0,1,0
397,BMW Z4,BMW,Z4,1,2000.0,Dealer,Petrol,Automatic,11.29,2159.5,182.25,2,1485000.0,742.1289355322339,New,Low,1,1,0
398,Maruti Wagon R,Maruti,Wagon R,1,10000.0,Individual,Petrol,Manual,20.52,1197.0,81.8,5,500000.0,49.99500049995,New,Good,0,0,0
400,Maruti Alto,Maruti,Alto,12,43000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5,140000.0,3.255738238645613,Mature,Average,0,0,0
401,Honda Amaze,Honda,Amaze,8,64000.0,Dealer,CNG,Manual,18.0,1198.0,86.7,5,349000.0,5.453039796253184,Mature,Average,0,0,0
402,Maruti Wagon R,Maruti,Wagon R,7,30000.0,Individual,Petrol,Manual,20.51,998.0,67.06,5,325000.0,10.832972234258857,Recent,Good,0,0,0
403,Honda City,Honda,City,7,63000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5,435000.0,6.904652307106236,Recent,Average,0,0,0
404,Maruti Celerio,Maruti,Celerio,3,28000.0,Dealer,CNG,Manual,31.25,998.0,58.33,5,455000.0,16.249419663583442,New,Excellent,0,0,1
405,Land Rover Rover,Land Rover,Rover,3,25000.0,Individual,Petrol,Automatic,9.17,2159.5,182.25,7,1485000.0,59.3976240950362,New,Low,0,1,0
406,Honda City,Honda,City,4,32226.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5,755000.0,23.427560740993577,Recent,Average,0,0,0
410,Maruti Alto,Maruti,Alto,7,65000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5,245000.0,3.7691727819572005,Recent,Good,0,0,1
411,Kia Seltos,Kia,Seltos,2,14000.0,Dealer,Diesel,Manual,20.8,1493.0,113.4,5,1350000.0,96.42168416541675,New,Good,0,0,0
414,Renault KWID,Renault,KWID,3,15000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5,310000.0,20.66528898073462,New,Good,0,0,1
416,BMW 6,BMW,6,3,30000.0,Individual,Petrol,Automatic,14.28,1998.0,182.25,4,1485000.0,49.49835005499817,New,Low,1,1,0
418,Maruti Swift Dzire,Maruti,Swift Dzire,3,32000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5,675000.0,21.09309084091122,New,Average,0,0,0
419,Maruti Wagon R,Maruti,Wagon R,2,30000.0,Individual,Petrol,Manual,20.52,1197.0,81.8,5,500000.0,16.666111129629012,New,Good,0,0,0
420,Hyundai i10,Hyundai,i10,11,25000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5,300000.0,11.999520019199233,Mature,Good,0,0,0
421,Mahindra Scorpio,Mahindra,Scorpio,5,35000.0,Individual,Diesel,Automatic,15.4,2159.5,120.0,7,1450000.0,41.42738778892031,Recent,Average,0,1,0
422,Mahindra Scorpio,Mahindra,Scorpio,8,130000.0,Individual,Diesel,Manual,12.05,2159.5,120.0,8,530000.0,4.076891716217568,Mature,Low,0,1,0
423,Ford Ecosport,Ford,Ecosport,7,65597.0,Trustmark Dealer,Diesel,Manual,22.7,1498.0,89.84,5,575000.0,8.765511143632429,Recent,Good,0,0,0
424,Hyundai i20,Hyundai,i20,4,35000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,550000.0,15.7138367475215,Recent,Average,0,0,0
425,Maruti Ciaz,Maruti,Ciaz,7,130000.0,Individual,Diesel,Manual,26.21,1248.0,88.5,5,500000.0,3.8461242605826107,Recent,Excellent,0,0,1
426,Maruti Baleno,Maruti,Baleno,1,7124.0,Individual,Petrol,Manual,21.01,1197.0,81.8,5,643000.0,90.24561403508773,New,Good,0,0,0
427,Ford Ecosport,Ford,Ecosport,2,15000.0,Individual,Petrol,Manual,18.1,999.0,123.24,5,1000000.0,66.66222251849877,New,Average,0,1,0
430,Hyundai Grand,Hyundai,Grand,5,34000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5,550000.0,16.175994823681656,Recent,Average,0,0,0
432,Volkswagen Vento,Volkswagen,Vento,10,130000.0,Individual,Diesel,Manual,20.54,1598.0,103.6,5,300000.0,2.3076745563495664,Mature,Good,0,0,0
